IMAGE	IMAGE
進学	進学の話は聞いたけど、今じゃないな！って思いました
園児	先輩、園児のお子さん連れてるし、そろそろお開きかなって
お子さん	先輩、園児のお子さん連れてるし、そろそろお開きかなって
お開き	先輩、園児のお子さん連れてるし、そろそろお開きかなって
初音	初音ミク一曲だけ歌ったら
声優	声優みたいだね！意外な声！って
意外	声優みたいだね！意外な声！って
冷や汗	言われて冷や汗かいてる
切り札	切り札に次シャングリラ入れた
シャングリラ	切り札に次シャングリラ入れた
kirbycafe	http://kirbycafe.jp/
エステ	そのあと4時からエステに1時間だけいきますね
mudauchi	http://mudauchi.info/323#i02
#	http://mudauchi.info/323#i02
i	http://mudauchi.info/323#i02
リンパ	リンパ詰まってるところごりごりとても痛かったです|リンパマッサージ中
〜∑	いまも身体があつい〜〜∑
忘れ	出し忘れの連絡が来ましたー。
きゅうり	はい！きゅうりとエビの件よろしくお伝えください！
エビ	はい！きゅうりとエビの件よろしくお伝えください！|お昼ご飯にエビフライ🍤どう？
件	はい！きゅうりとエビの件よろしくお伝えください！|やめる件、部長に話通しておくって！
お伝え	はい！きゅうりとエビの件よろしくお伝えください！
エスカレーター	エスカレーターまえにいます
！❁.*⋆✧°	はーい！いってらっしゃい！❁.*⋆✧°
行き違い	行き違いでしたー。
セブン	北口のセブンまで来たよ
川	うんうん！前の道が川みたいだよー
処置	珍しい処置があったから、見学してました！
Suica	Suica置きっ放しだったみたい？？
ロータリー	駅のロータリー？
すっぴん	お風呂の日だったから私どすっぴんだわ…
麺	お米か麺が良いなぁ。和でも洋でも伊でも。お腹グーペコですﾉ
和	お米か麺が良いなぁ。和でも洋でも伊でも。お腹グーペコですﾉ
洋	お米か麺が良いなぁ。和でも洋でも伊でも。お腹グーペコですﾉ
伊	お米か麺が良いなぁ。和でも洋でも伊でも。お腹グーペコですﾉ
グーペコ	お米か麺が良いなぁ。和でも洋でも伊でも。お腹グーペコですﾉ
つれ	おつれさま！|おつれさまですー！
外食	私も外食して帰るからゆっくりでもー
号車	2号車前から2列目|三号車まできちゃった
りよ	りよーさん？？？？
ボルボレッタ	ボルボレッタから電話、メールで諒さんの着物確認漏れ
メール	ボルボレッタから電話、メールで諒さんの着物確認漏れ|諒さんの会社からメール確認して欲しい！って連絡ありました|ニッセイの人からメールの返事ちょうだいっだって|あとゆうメールが諒さん宛に
着物	ボルボレッタから電話、メールで諒さんの着物確認漏れ
添付	画像添付してあげてください。
オマケ	オマケ貰って荷物重くなったから
パック	1kgのパック
しっぷ	しっぷすにいます
ちや	しちやくおわり
わり	しちやくおわり
オイル	オイル１本もらったー
ランク	同じ値段で、ランク上のトリートメントして頂きました♡
トリートメント	同じ値段で、ランク上のトリートメントして頂きました♡
赤茄子	前から気になってた喫茶店、赤茄子にモーニング食べに来ました
シェービング	アルカキットにシェービング行ってくるついでに見てきます！|シェービングに3時間…つかれた
封筒	封筒とりあえず買った！
激	激レア！
レア	激レア！
星	星いくつ？？
いくつ	星いくつ？？
入金	猿田彦への入金、前は郵送だった。振込先もわかりません
振込	猿田彦への入金、前は郵送だった。振込先もわかりません|記帳しました！お給金振込ありがとう。
名倉	名倉さんに電話で聞いたよー。お花の見積もりが今日出来そう。なので挙式後にまとめて支払いお願いしますとのことでした！
見積もり	名倉さんに電話で聞いたよー。お花の見積もりが今日出来そう。なので挙式後にまとめて支払いお願いしますとのことでした！
挙式	名倉さんに電話で聞いたよー。お花の見積もりが今日出来そう。なので挙式後にまとめて支払いお願いしますとのことでした！
イトーヨーカドー	船橋のイトーヨーカドーうろうろしてます
足袋	あら！足袋って私の分だけで良いんだよね？
ところ	ところ
ぱ	ららぱーく
でんわ	実家の、でんわ|でんわかけて
じゅう	じゅうでんなくなる
\%	8%|6.8%|専門看護師さんとの相談終わり。先月と変わらず6.9%でした。|6%切ったら妊活始めよう、とすすめられました。|HbA1c 6.6%|先月比-0.3%|-0.1%|6.7%|A1c6.6%|予想通り-0.1%でした
ちえこ	父さん、こうすけ兄、ゆうすけ兄、ちえこさんまだ帰ってないです|今回の一位はちえこさん、87点でしたー！👏
ローソン	ローソンでました
出入り口	レジ側の出入り口でたとこにいます！
ネイル	ネイル落としました！東京駅でお土産買って、帰ります
土産	ネイル落としました！東京駅でお土産買って、帰ります|お土産も頂きました！松阪肉瓶詰め三種！|いまお土産見てます。買ったら帰る感じで20時過ぎる予定です
ゅぱつ	おうち着いたらしゅぱつー！
\.\.\.	お家で寝ます...
雄哉	雄哉くん、泊まりじゃなかった！晩ご飯食べて23時のバスで帰るとのこと。
泊まり	雄哉くん、泊まりじゃなかった！晩ご飯食べて23時のバスで帰るとのこと。|泊まりかな？
何処	7時ごろに何処かで待ち合わせしないか？って話を受けてます|私も何処かいこうかなー
いも	いも駅に着いたところだから
電気	電気街側きた
はっぴ	はっぴーさいえんす？
旅行	10月に旅行行きたいとか|友輔兄の二泊ぶんの旅行費こみで8万円だそうです|あ！！新婚旅行のこと言い忘れた。
きたん	昨日連絡きたんだけど
返事	返事返せてないから|ニッセイの人からメールの返事ちょうだいっだって
説教	いま、お説教終わって帰るところです
バンズキッチン	今夜はバンズキッチン食べたいです|バンズキッチンの担々麺食べにきました！
ごまかし	ううん、ごまかし報告しちゃったのが問題になったの。。。自己嫌悪で
自己	ううん、ごまかし報告しちゃったのが問題になったの。。。自己嫌悪で
嫌悪	ううん、ごまかし報告しちゃったのが問題になったの。。。自己嫌悪で
受け持ち	今月の夜勤外れます。受け持ちも外れます。
ぐち	そうそう。きたぐち|きたぐち
セ	セリアにきてる
リア	セリアにきてる
ミューズ	ミューズかキレイキレイかうの
キレイキレイ	ミューズかキレイキレイかうの
どっか	どっか食べ行きません？(つかれた
アルコール	机をアルコールで拭くと臭う|うん。アルコールと反応してるのか？シートで拭くと臭いがする
シート	うん。アルコールと反応してるのか？シートで拭くと臭いがする
